City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,port lincoln,-34.7333,135.8667,17.26,93,100,6.92,AU,1702256562
367,bubaque,11.2833,-15.8333,28.16,63,99,4.69,GW,1702256607
368,inarajan village,13.2736,144.7484,31.54,83,100,6.98,GU,1702256607
369,prince george,53.9166,-122.753,-0.4,94,20,2.06,CA,1702256413
370,malanje,-9.5402,16.341,17.75,99,100,1.17,AO,1702256608
371,mana,5.6592,-53.7767,25.77,90,37,3.44,GF,1702256608
372,celestun,20.8667,-90.4,23.7,84,100,9.47,MX,1702256608
373,zaki biam,7.5167,9.6167,23.03,20,6,2.38,NG,1702256609
374,dawson creek,55.7666,-120.2362,-0.2,64,75,1.54,CA,1702256609
375,ambovombe,-25.1667,46.0833,23.7,86,31,1.27,MG,1702256609
376,alofi,-19.0595,-169.9187,24.94,94,100,5.66,NU,1702256610
377,gueret,46.1667,1.8667,12.15,98,100,4.35,FR,1702256610
378,mahina,-17.5065,-149.489,30.87,66,40,3.09,PF,1702256610
379,falmouth,50.1544,-5.0711,11.5,87,100,7.72,GB,1702256610
380,hanzhong,33.0728,107.0303,8.26,82,84,1.68,CN,1702256611
381,viveiro,43.6623,-7.5934,17.91,77,100,8.33,ES,1702256611
382,colonia,50.9333,6.95,11.7,76,20,5.14,DE,1702256608
383,rakops,-21.0167,24.3333,20.42,81,91,3.57,BW,1702256611
384,portland,45.5234,-122.6762,12.47,95,100,3.58,US,1702256149
385,nago,26.5881,127.9761,26.47,72,7,3.55,JP,1702256612
386,pursat,12.3333,103.6667,26.59,73,79,0.49,KH,1702256612
387,enewetak,11.3474,162.3373,27.72,76,100,8.19,MH,1702256612
388,heinola,61.2056,26.0381,-10.0,97,98,2.91,FI,1702256613
389,darlington,54.5243,-1.5504,7.04,88,100,0.45,GB,1702256613
390,badnawar,23.0167,75.2167,15.92,64,0,2.63,IN,1702256613
391,puerto madero,14.7208,-92.4215,26.11,100,20,0.0,MX,1702256614
392,salinopolis,-0.6136,-47.3561,27.06,79,21,5.3,BR,1702256614
393,shohimardon,39.9839,71.8028,-4.57,41,100,2.69,UZ,1702256614
394,vrangel',42.7297,133.0839,-10.48,43,100,4.47,RU,1702256614
395,dingli,35.8614,14.3822,15.45,77,0,8.23,MT,1702256615
396,yelizovo,53.1873,158.3805,1.08,100,75,5.0,RU,1702256615
397,al jawf,29.5,38.75,18.4,43,100,3.89,SA,1702256615
398,moussoro,13.6408,16.4901,19.76,25,79,5.47,TD,1702256616
399,terenozek,45.05,64.9833,-11.52,31,11,7.01,KZ,1702256616
400,platteville,42.7342,-90.4785,-2.95,76,100,1.54,US,1702256616
401,necochea,-38.5473,-58.7368,17.56,69,0,5.87,AR,1702256616
402,zhumadian,32.9794,114.0294,-1.45,91,100,6.43,CN,1702256617
403,puerto santa,-8.9906,-78.6456,19.47,87,100,4.09,PE,1702256617
404,lakatoro,-16.0999,167.4164,27.54,58,100,7.33,VU,1702256617
405,wewak,-3.5534,143.6268,28.02,77,96,2.33,PG,1702256617
406,punta alta,-38.8759,-62.0736,28.93,31,99,6.55,AR,1702256578
407,zouerate,22.7187,-12.4521,18.53,21,0,4.91,MR,1702256618
408,porto torres,40.835,8.3972,8.1,83,13,4.39,IT,1702256618
409,boende,-0.2167,20.8667,22.19,95,100,0.4,CD,1702256618
410,kristiansund,63.1115,7.732,0.36,74,40,2.57,NO,1702256619
411,aketi,2.7388,23.7833,22.0,96,100,0.45,CD,1702256619
412,laminusa,5.5549,120.9136,27.64,76,90,1.16,PH,1702256619
413,nkongsamba,4.9547,9.9404,19.22,88,91,1.23,CM,1702256619
414,vanino,49.0869,140.2543,-21.71,63,0,6.88,RU,1702256602
415,castillos,-34.1667,-53.8333,15.67,96,5,2.31,UY,1702256620
416,cartagena del chaira,1.3349,-74.8429,23.06,98,40,0.05,CO,1702256620
417,altus,34.6381,-99.334,7.04,39,0,5.66,US,1702256620
418,deqen,29.9618,90.7188,-8.36,42,0,2.93,CN,1702256620
419,kanchanaburi,14.6333,99.1,25.24,77,13,0.26,TH,1702256621
420,barcellona pozzo di gotto,38.1476,15.2105,15.73,71,10,4.47,IT,1702256621
421,crane,31.3974,-102.3501,8.87,23,0,1.55,US,1702256621
422,galesong,-5.3166,119.3661,26.01,76,100,2.83,ID,1702256621
423,khamis mushait,18.3064,42.7292,8.34,36,0,0.0,SA,1702256622
424,at taj,24.2049,23.2857,11.43,57,0,4.35,LY,1702256622
425,guerrero negro,27.9769,-114.0611,19.98,39,0,3.56,MX,1702256622
426,whitecourt,54.1502,-115.6855,3.58,65,75,4.63,CA,1702256432
427,tarakan,3.3,117.6333,27.72,100,75,2.57,ID,1702256622
428,pearsall,28.8922,-99.095,9.78,22,0,2.64,US,1702256623
429,bereznik,62.8551,42.7072,-14.38,93,100,5.11,RU,1702256623
430,ndjole,-0.1783,10.7649,23.87,98,100,0.43,GA,1702256623
431,barra de santo antonio,-9.4047,-35.5072,23.6,80,0,4.02,BR,1702256624
432,jiuquan,39.7432,98.5174,-2.34,47,94,2.52,CN,1702256624
433,masaki-cho,33.7876,132.7112,15.27,88,75,1.54,JP,1702256624
434,nishinoomote,30.7333,131.0,18.31,94,75,6.69,JP,1702256624
435,moskovskiy,55.5991,37.355,-8.94,79,100,5.0,RU,1702256625
436,thunder bay,48.4001,-89.3168,-4.01,68,100,4.12,CA,1702256625
437,page,36.9147,-111.4558,3.88,30,0,0.0,US,1702256625
438,cabo san lucas,22.8909,-109.9124,24.61,61,0,2.55,MX,1702256148
439,emerald,-23.5333,148.1667,23.52,65,100,7.19,AU,1702256456
440,zhangatas,43.5667,69.75,-6.72,83,100,1.39,KZ,1702256626
441,christchurch,-43.5333,172.6333,23.63,45,9,8.23,NZ,1702256247
442,marmara ereglisi,40.97,27.9553,6.05,93,75,3.6,TR,1702256626
443,shanhaiguan,39.9988,119.7564,-4.6,25,100,6.55,CN,1702256626
444,kununurra,-15.7667,128.7333,29.99,45,30,6.17,AU,1702256574
445,talavera de la reina,39.9635,-4.8308,8.98,95,1,0.94,ES,1702256627
446,den burg,53.0542,4.7972,9.99,88,100,8.23,NL,1702256627
447,bemidji,47.4736,-94.8803,-4.97,98,100,0.0,US,1702256427
448,camarinas,43.1311,-9.1817,18.29,86,100,10.98,ES,1702256627
449,balabac,7.9868,117.0645,28.4,77,100,6.0,PH,1702256628
450,hsinchu,24.8036,120.9686,24.36,89,84,0.45,TW,1702256393
451,nioki,-2.7167,17.6833,22.15,93,96,0.72,CD,1702256628
452,cascais,38.6979,-9.4215,16.7,97,9,4.02,PT,1702256628
453,zhangye,38.9342,100.4517,0.74,39,100,3.47,CN,1702256504
454,altamira,-3.2033,-52.2064,24.46,88,71,0.6,BR,1702256594
455,brandon,27.9378,-82.2859,20.16,94,0,1.54,US,1702256464
456,riosucio,5.4216,-75.7032,16.67,97,100,0.38,CO,1702256629
457,vernon,50.2581,-119.2691,4.61,92,100,2.57,CA,1702256477
458,bam,29.106,58.357,12.29,23,17,1.17,IR,1702256630
459,juquia,-24.3208,-47.6347,20.71,99,100,0.5,BR,1702256630
460,roma,43.2128,-75.4557,4.97,95,100,2.06,US,1702256623
461,strazhitsa,43.2333,25.9667,-0.11,95,99,1.46,BG,1702256631
462,sarkand,45.41,79.9186,-6.68,89,100,0.3,KZ,1702256631
463,la tuque,47.4334,-72.7824,2.14,93,100,1.03,CA,1702256415
464,chonchi,-42.6128,-73.8092,13.4,92,100,1.17,CL,1702256632
465,itoman,26.1247,127.6694,26.43,75,75,4.63,JP,1702256632
466,malabar,-33.9667,151.25,33.17,70,20,5.66,AU,1702256632
467,mahroni,24.5862,78.7288,14.32,62,0,1.11,IN,1702256633
468,sandnessjoen,66.0217,12.6316,-5.71,80,39,7.32,NO,1702256603
469,caleta de carquin,-11.0925,-77.6267,20.51,83,100,4.29,PE,1702256633
470,starobin,52.7267,27.4606,-0.77,95,100,5.09,BY,1702256633
471,awjilah,29.1081,21.2869,13.3,68,0,3.86,LY,1702256634
472,cide,41.8921,33.0044,10.63,73,100,2.05,TR,1702256634
473,novodvinsk,64.4165,40.8122,-16.14,91,100,4.76,RU,1702256634
474,tongliao,43.6125,122.2653,-14.14,70,100,3.95,CN,1702256634
475,turabah,21.2141,41.6331,14.32,31,6,3.62,SA,1702256634
476,phang nga,8.4509,98.5298,28.02,90,22,1.61,TH,1702256635
477,nova sintra,14.8667,-24.7167,22.97,74,100,3.81,CV,1702256549
478,kozhevnikovo,56.2589,83.9714,-27.92,93,26,3.63,RU,1702256635
479,biltine,14.5333,20.9167,19.01,19,36,2.6,TD,1702256542
480,drayton valley,53.2168,-114.9854,-1.45,78,100,2.88,CA,1702256454
481,saint-pierre,-21.3393,55.4781,23.82,78,0,1.54,RE,1702256636
482,la sarre,48.8002,-79.1996,-6.16,89,98,3.46,CA,1702256580
483,fisterra,42.9049,-9.2629,18.19,86,100,10.32,ES,1702256636
484,quiberon,47.4841,-3.1196,14.55,94,100,2.24,FR,1702256637
485,pristen',51.2355,36.6959,-4.15,95,100,5.1,RU,1702256637
486,brisas de zicatela,15.8369,-97.0419,27.29,61,0,1.54,MX,1702256637
487,namsos,64.4662,11.4957,-1.97,74,20,6.17,NO,1702256637
488,choyr,46.3611,108.3611,-17.22,97,100,1.8,MN,1702256638
489,katsuyama,36.0617,136.501,9.2,71,0,0.76,JP,1702256638
490,selkirk,50.1436,-96.8845,-6.96,95,24,2.63,CA,1702256500
491,san juan de miraflores,-12.1629,-76.9635,21.76,76,77,3.53,PE,1702256638
492,koz'modem'yansk,56.3367,46.5711,-19.61,86,100,4.46,RU,1702256639
493,fruitland,38.3221,-75.6202,18.3,96,100,6.69,US,1702256639
494,ulladulla,-35.35,150.4667,29.87,68,100,3.3,AU,1702256554
495,nongstoin,25.5167,91.2667,8.88,90,0,2.03,IN,1702256639
496,khanpur,28.6453,70.6567,15.81,22,0,3.02,PK,1702256639
497,pak phanang,8.3511,100.202,24.01,80,30,2.2,TH,1702256640
498,mount pleasant,32.7941,-79.8626,19.08,97,0,3.6,US,1702256579
499,chegdomyn,51.1167,133.0167,-25.87,85,64,1.3,RU,1702256640
500,los llanos de aridane,28.6585,-17.9182,20.07,40,0,4.92,ES,1702256640
501,iquique,-20.2208,-70.1431,20.02,72,100,0.8,CL,1702256639
502,grand-bassam,5.2118,-3.7388,27.98,83,9,3.05,CI,1702256641
503,belomorsk,64.5232,34.7668,-12.62,90,100,3.58,RU,1702256641
504,panama city beach,30.1766,-85.8055,12.01,84,100,2.68,US,1702256492
505,ixtapa,20.7,-105.2,26.24,83,100,2.06,MX,1702256641
506,manoc-manoc,11.9416,121.9428,27.43,76,100,4.99,PH,1702256642
507,murun-kuren,49.6342,100.1625,-21.01,93,100,0.21,MN,1702256642
508,kyotera,-0.6156,31.5175,16.88,94,71,1.59,UG,1702256642
509,tapes,-30.6733,-51.3958,20.58,92,91,5.26,BR,1702256643
510,gwanda,-20.9333,29.0,19.68,88,100,4.03,ZW,1702256643
511,callao,-12.0667,-77.15,22.62,77,75,6.69,PE,1702256644
512,zaozersk,69.4005,32.4476,-15.43,92,77,6.07,RU,1702256645
513,san jose de jachal,-30.2406,-68.7469,23.26,39,0,1.84,AR,1702256646
514,flin flon,54.7682,-101.865,-9.09,92,100,4.63,CA,1702256646
515,tamiahua,21.2667,-97.45,17.0,55,76,4.75,MX,1702256646
516,kampong speu,11.5,104.3333,26.01,79,82,0.93,KH,1702256647
517,howard springs,-12.497,131.047,30.55,91,12,2.32,AU,1702256648
518,kargil,34.5667,76.1,-6.73,33,100,0.73,IN,1702256648
519,warrnambool,-38.3833,142.4833,18.08,78,100,7.93,AU,1702256494
520,morro da fumaca,-28.6508,-49.21,19.25,97,97,3.6,BR,1702256649
521,gua musang,4.8823,101.9644,24.97,91,77,0.62,MY,1702256650
522,las palmas,28.4204,-14.0131,17.44,45,0,1.54,ES,1702256650
523,paramonga,-10.6667,-77.8333,20.03,86,97,3.76,PE,1702256650
524,robertsport,6.7533,-11.3686,27.44,82,97,3.14,LR,1702256651
525,okoneshnikovo,54.8377,75.0834,-27.72,99,93,3.17,RU,1702256651
526,bengkulu,-3.8004,102.2655,25.62,79,89,0.79,ID,1702256651
527,maua,-23.6678,-46.4614,19.44,96,100,2.95,BR,1702256651
528,flying fish cove,-10.4217,105.6791,26.82,73,40,3.6,CX,1702256652
529,illizi,26.4833,8.4667,9.89,72,21,1.67,DZ,1702256652
530,linfen,36.0889,111.5189,-1.51,92,93,1.39,CN,1702256653
531,dawei,14.0833,98.2,25.31,78,56,1.04,MM,1702256653
532,qarazhal,48.0078,70.7903,-20.93,80,0,4.81,KZ,1702256653
533,souillac,-20.5167,57.5167,25.21,83,40,2.57,MU,1702256462
534,daru,-9.0763,143.2092,26.36,78,100,3.3,PG,1702256654
535,darwin,-12.4611,130.8418,30.59,77,75,3.6,AU,1702256415
536,leh,34.1667,77.5833,-9.61,38,98,1.77,IN,1702256655
537,narasannapeta,18.4167,84.05,20.2,82,9,2.55,IN,1702256655
538,wagar,16.1525,36.2032,24.25,57,2,2.91,SD,1702256656
539,rumonge,-3.9736,29.4386,22.32,84,100,1.3,BI,1702256656
540,harper,4.375,-7.7169,26.48,83,5,2.61,LR,1702256656
541,makarov,48.6333,142.8,-13.24,71,64,6.59,RU,1702256656
542,realeza,-25.7689,-53.5325,18.73,98,13,0.84,BR,1702256657
543,newman,37.3138,-121.0208,14.13,43,100,0.89,US,1702256657
544,'alaqahdari dishu,30.4374,63.313,10.71,35,0,0.44,AF,1702256657
545,antofagasta,-23.65,-70.4,18.6,78,10,1.04,CL,1702256658
546,fabens,31.5023,-106.1586,10.32,23,0,1.95,US,1702256658
547,ozernyy,55.5802,32.4127,-4.45,95,100,3.27,RU,1702256659
548,arteche,12.2645,125.4048,27.34,87,100,3.99,PH,1702256659
549,candelaria,13.9311,121.4233,27.99,75,90,2.43,PH,1702256659
550,casilda,-33.0442,-61.1681,23.21,45,0,2.25,AR,1702256660
551,maloye ganyushkino,46.6,49.2667,-4.25,42,77,8.01,KZ,1702256660
